timestamp,latitude,longitude,agency,complaint_type,descriptor,location_type,borough
1682665698,40.619685,-74.037251,TLC,Mold,Bag/Wallet,House And Store,QUEENS
1684596446,40.568688,-73.874713,TLC,Broken Parking Meter,Parking Permit Improper Use,Apartment,MANHATTAN
1718590284,40.807722,-73.889272,DOT,Unsanitary Condition,After Hours Work - Illegal,Comercial,MANHATTAN
1681188762,40.741367,-74.038805,DPR,Abandoned Vehicle,Planted Less Than 2 Years Ago,Public/Unfenced Area,QUEENS
1724314270,40.522895,-74.01626,NYPD,Rodent,Catch Basin Search (Sc2),Taxi,QUEENS
1706241982,40.656587,-73.989549,DOHMH,Water System,Remove Debris,Park/Playground,BRONX
1725262858,40.575113,-74.016764,OOS,Illegal Posting,Tree Alive - In Poor Condition,Apartment,BROOKLYN
1673016058,40.641589,-73.736203,HPD,Elevator,Dog,Stairwell,STATEN ISLAND
1721379539,40.866326,-74.010812,DPR,Flooring/Stairs,Bare Hands In Contact W/ Food,Bus Stop Shelter,QUEENS
1703436102,40.654184,-73.760959,NYC311-PRD,Illegal Fireworks,Fence - None/Inadequate,Residential Building,MANHATTAN
1717847433,40.624381,-73.799457,DSNY,Emergency Response Team (Ert),Debris - Falling Or In Danger Of Falling,Lobby,MANHATTAN
1700537638,40.507358,-74.071452,NYC311-PRD,Animal-Abuse,Snow Removal Requested,Bus Stop Shelter,MANHATTAN
1721666467,40.515377,-73.843726,DOB,Day Care,Broken Glass,Street,BRONX
1681008582,40.805251,-73.901894,DOT,Encampment,Lamppost Base Door/Cover Open,Restaurant/Bar/Deli/Bakery,Unspecified
1713971551,40.602522,-73.795936,TLC,Street Sign - Damaged,Recycling - Metal/Glass/Rigid Plastic,Street/Sidewalk,QUEENS
1675276570,40.532145,-74.044963,DHS,Panhandling,Veh Signal Lens,Yard,BRONX
1698178947,40.715306,-73.851031,DOHMH,Rodent,Water Meter Broken/Leaking - Other (Cmo),Mixed Use,QUEENS
1699442378,40.509401,-73.727303,DOE,Street Light Condition,Time Switch,Apartment,QUEENS
1680362378,40.833331,-73.936008,DOE,Plumbing,Raccoon,Street,BROOKLYN
1719140007,40.835561,-74.04417,DPR,Door/Window,Window Pane,Residential Building,MANHATTAN
1722670783,40.789323,-74.147858,DSNY,School Maintenance,Bathtub/Shower,Taxi,QUEENS
1733601248,40.576129,-74.093298,DCWP,Indoor Sewage,Door/Frame,3+ Family Apartment Building,QUEENS
1716654003,40.554502,-74.103121,HPD,Unsanitary Animal Pvt Property,Street Light Lamp Dim,Mobile Food Vendor,BRONX
1687401981,40.594426,-73.860045,DOB,Bike Rack,Stairs,Lobby,Unspecified
1720332966,40.755913,-73.996646,DOT,Rodent,Snow Or Ice,OTHER,STATEN ISLAND
1698657199,40.699753,-73.943289,DOHMH,Hazardous Materials,Hydrant Running Full (Wa4),Park,QUEENS
1682734891,40.694018,-73.841586,DOB,Noise - Street/Sidewalk,Underground,Comercial,Unspecified
1698725767,40.607391,-74.232253,TLC,Outdoor Dining,Branch Or Limb Has Fallen Down,Yard,QUEENS
1710219132,40.913678,-74.204299,NYPD,Noise - Residential,Loud Music/Party,Mixed Use,MANHATTAN
1722938395,40.632442,-73.879024,DCWP,Consumer Complaint,Storage Warehouse,Subway,BROOKLYN
1714442924,40.647683,-74.012658,OOS,Air Quality,Water Meter Broken/Leaking - Private Residence (Cmr),Lobby,STATEN ISLAND
1722481685,40.706118,-74.120905,DSNY,Bus Stop Shelter Placement,Mailbox,Taxi,BRONX
1679057405,40.666215,-74.133782,DEP,Outdoor Dining,Graffiti Or Vandalism,Commercial Building,BROOKLYN
1724013285,40.82656,-73.846047,DOT,Non-Emergency Police Matter,No Receipt,Park,BROOKLYN
1700612784,40.878193,-74.096616,OOS,Illegal Dumping,Street Flooding (Sj),Building (Non-Residential),Unspecified
1731924295,40.788474,-73.901783,NYC311-PRD,General,Posted Notice Or Order Removed/Tampered With,Street,STATEN ISLAND
1698867509,40.594542,-74.027819,OOS,Missed Collection,Gas Hook-Up/Piping - Illegal Or Defective,Residential Building/House,BROOKLYN
1734551787,40.866804,-74.02997,DCWP,Noise - Street/Sidewalk,Inappropriate Behavior,Restaurant/Bar/Deli/Bakery,Unspecified
1684110088,40.787008,-74.195922,HPD,Safety,"Noise, Ice Cream Truck (Nr4)",Residential,QUEENS
1685224383,40.767295,-73.909618,DHS,Plumbing,Stop,Stairwell,BRONX
1712785538,40.739646,-74.025174,DCWP,General Construction/Plumbing,St Name - Attached To Pole,Hallway,BROOKLYN
1710754688,40.762708,-73.8736,DOHMH,Air Quality,Waste Left In Front Of Residence,Taxi,Unspecified
1698677323,40.731864,-73.775109,TLC,Curb Condition,Overflowing,Park/Playground,Unspecified
1731245981,40.600512,-73.990307,NYPD,Derelict Vehicles,Illegal Hotel Rooms In Residential Building,Business,MANHATTAN
1676898714,40.875667,-74.136146,DPR,Maintenance Or Facility,Excessive Water In Basement (Wefb),Taxi,QUEENS
1688781736,40.834636,-73.714957,DSNY,Root/Sewer/Sidewalk Condition,Carbon Monoxide Detector,Taxi,MANHATTAN
1731073864,40.886465,-74.162403,DPR,Street Light Condition,Blocking Sidewalk Or Street,1-2 Family Dwelling,Unspecified
1674718330,40.78645,-74.026509,DSNY,Mobile Food Vendor,Mattress Or Box Spring Uncovered,Alley,QUEENS
1689999467,40.87101,-73.954462,NYPD,Traffic Signal Condition,Squirrel,Street,Unspecified
1674141030,40.684179,-73.794735,DCWP,Food Establishment,New Bus Stop Shelter Placement,3+ Family Apt. Building,MANHATTAN
1699354455,40.800982,-73.968642,NYC311-PRD,Litter Basket Request,"Noise: Boat(Engine,Music,Etc) (Nr10)",Bus Stop Shelter,BRONX
1682346002,40.85577,-73.833133,HPD,Street Sweeping Complaint,Cat,Comercial,MANHATTAN
1700257983,40.775746,-74.171927,DOB,Unsanitary Animal Pvt Property,Pet/Animal,Curb,MANHATTAN
1679067195,40.638611,-73.868456,DPR,Special Projects Inspection Team (Spit),Plate Condition - Shifted,Hallway,MANHATTAN
1695530154,40.624023,-74.00543,OOS,Lost Property,Unleashed Dog In Public,House And Store,STATEN ISLAND
1691024201,40.74966,-73.831272,DHS,Noise - Park,Graffiti,3+ Family Apartment Building,BROOKLYN
1731616448,40.655757,-74.050502,DOE,For Hire Vehicle Complaint,Used Car Dealer,Comercial,STATEN ISLAND
1715089145,40.627991,-73.857807,NYC311-PRD,Food Establishment,Congestion/Gridlock,Business,BROOKLYN
1713314440,40.62278,-74.038675,NYC311-PRD,Drug Activity,Apartment Only,Curb,STATEN ISLAND
1692880271,40.562313,-74.243363,DOHMH,Street Light Condition,Pothole,Store/Commercial,QUEENS
1704558405,40.759753,-74.156274,DOHMH,Root/Sewer/Sidewalk Condition,Congestion/Gridlock,Subway,STATEN ISLAND
1693641263,40.719802,-74.042112,DPR,Root/Sewer/Sidewalk Condition,Damp Spot,Store/Commercial,QUEENS
1684319246,40.703279,-74.04107,NYC311-PRD,Bike Rack,Kitchen/Food Prep Area,Gutter,MANHATTAN
1686402433,40.59421,-74.096926,OOS,Street Sign - Damaged,Cave-In,Common Area,MANHATTAN
1706022446,40.692915,-73.748014,DCWP,Water Leak,Waste Set Out Too Early Or Too Late,Store/Commercial,BROOKLYN
1722302226,40.585063,-73.884666,DOT,Residential Disposal Complaint,Bus Stop,OTHER,STATEN ISLAND
1677058763,40.614019,-73.721089,TLC,Street Sign - Dangling,Restaurant,Apartment,BRONX
1702522223,40.738015,-74.113615,DOE,Unsanitary Condition,Waste Disposal,Commercial Building,Unspecified
1735385473,40.773339,-74.115202,NYPD,Street Condition,Outlet/Switch,Commercial Building,BRONX
1713427739,40.611621,-74.097388,NYPD,Dead/Dying Tree,Ventilation System,Alley,BROOKLYN
1707617453,40.62716,-74.135747,DOB,Outside Building,Window Pane,Subway,QUEENS
1703705919,40.541273,-73.765098,DCWP,General,Street Light Dayburning,Alley,BROOKLYN
1704647305,40.548891,-74.204138,DOB,Boilers,Roadway,Subway,BROOKLYN
1712700015,40.704637,-73.936869,HPD,Litter Basket Complaint,Cat,Residential Building/House,Unspecified
1685621923,40.747354,-73.900787,OOS,Maintenance Or Facility,1 Or 2,House And Store,QUEENS
1712905393,40.613712,-73.902879,DOHMH,Noise - Commercial,Pet/Animal,Stairwell,MANHATTAN
1715853183,40.625848,-73.773006,DOB,Hazardous Materials,Food Worker Activity,Street/Curbside,STATEN ISLAND
1693272686,40.762887,-74.188691,OOS,Dead Animal,Planted More Than 2 Years Ago,1-2 Family Dwelling,MANHATTAN
1732502057,40.909229,-73.991222,DHS,Day Care,Blocked Hydrant,Residential Building,Unspecified
1692993310,40.539719,-73.775884,DOHMH,Rodent,Trunk Damaged,Street,BROOKLYN
1685541174,40.827093,-73.830431,DOB,For Hire Vehicle Complaint,Post,Mixed Use,MANHATTAN
1723982810,40.722768,-74.193396,DOE,Plumbing,Double Parked Blocking Traffic,Street/Sidewalk,Unspecified
1682924072,40.635981,-74.144453,DOT,Unleashed Dog,Day Care Facility,Comercial,STATEN ISLAND
1717014912,40.565996,-73.723811,DPR,Safety,Snow Or Ice,Residential,Unspecified
1690627199,40.596064,-74.10543,TLC,Water Conservation,Home Improvement Contractor,Park/Playground,BROOKLYN
1693100107,40.640163,-74.055337,NYPD,General,Opossum,Mixed Use,QUEENS
1710350710,40.665288,-74.020582,OOS,Indoor Air Quality,Bin Not Used,Residential,MANHATTAN
1715887615,40.838256,-73.713758,OOS,Encampment,"Air: Odor/Fumes, Vehicle Idling (Ad3)",Common Area,BROOKLYN
1716978933,40.801003,-74.087862,DOHMH,Animal In A Park,Illegal Conversion Of Residential Building/Space,Residential Building,QUEENS
1694405559,40.734389,-73.843541,OOS,Door/Window,Stoop Line Stand,Stairwell,QUEENS
1730021462,40.615064,-74.209065,DHS,General Construction/Plumbing,Veh Signal Lens,School,Unspecified
1712340747,40.697346,-73.715877,DCWP,Traffic Signal Condition,Tortured,Private School,Unspecified
1733543597,40.796725,-74.112585,HPD,Overgrown Tree/Branches,Low Water Pressure - Wlwp,3+ Family Mixed Use Building,BRONX
1676314984,40.768644,-74.098175,DOHMH,Litter Basket Request,Garbage/Recycling Storage,Bus Stop Shelter,QUEENS
1681560895,40.869957,-74.209306,OOS,Street Sign - Damaged,No Water (Wnw),Club/Bar/Restaurant,BROOKLYN
1712130566,40.625519,-74.140003,DEP,Litter Basket Request,Excessive Water In Basement (Wefb),Mobile Food Vendor,STATEN ISLAND
1709229908,40.820371,-74.106604,DSNY,Vendor Enforcement,Grass/Weeds,3+ Family Apartment Building,BROOKLYN
1724364001,40.82336,-73.771101,NYPD,Street Condition,Waste Disposal,Mobile Food Vendor,MANHATTAN
1733289667,40.824535,-73.839,DOB,Dead Animal,Illegal Conversion Of Residential Building/Space,Restaurant/Bar/Deli/Bakery,BROOKLYN
1703473212,40.652126,-74.140558,NYPD,Elevator,Fire Escape,Taxi,Unspecified
1735140379,40.509718,-74.184445,DOT,Lead,New Basket,Sidewalk,BRONX
1728361927,40.721927,-73.74786,DSNY,Illegal Fireworks,"Air: Odor/Fumes, Restaurant (Ad2)",Street/Sidewalk,QUEENS
1674702321,40.903111,-73.769806,DOHMH,Unsanitary Animal Pvt Property,Restaurant,Sidewalk,MANHATTAN
1711124413,40.640176,-74.21309,DEP,Obstruction,Building Shaking/Vibrating/Structural Stability,Street/Curbside,BRONX
1708235173,40.566454,-73.967575,TLC,Blocked Driveway,Sidewalk Violation,Restaurant/Bar/Deli/Bakery,STATEN ISLAND
1716181638,40.917039,-73.836451,OOS,Sidewalk Condition,Noise: Construction Before/After Hours (Nm1),House Of Worship,QUEENS
1702834664,40.873529,-73.703108,DHS,Safety,Inadequate Or No Heat,Alley,BROOKLYN
1716024997,40.741594,-74.000274,OOS,Smoking Or Vaping,Waste Disposal,Residential Building,BRONX
1699491131,40.74139,-74.246505,TLC,Illegal Posting,"Air: Odor/Fumes, Vehicle Idling (Ad3)",1-2 Family Dwelling,BROOKLYN
1694184044,40.679403,-74.107631,DOB,Outside Building,Tree Alive - In Poor Condition,Mobile Food Vendor,STATEN ISLAND
1703268505,40.774517,-74.139818,TLC,Outdoor Dining,Laundromat,Street/Sidewalk,BROOKLYN
1685222532,40.824657,-74.136621,DHS,Boilers,Allowed In Smoke Free Area,Street,STATEN ISLAND
1729235944,40.51657,-74.179972,DOHMH,Bike Rack,Illegal. Commercial Use In Resident Zone,Mobile Food Vendor,BROOKLYN
1716718042,40.587699,-74.083389,DOT,Emergency Response Team (Ert),Elevator - Multiple Devices On Property,Curb,MANHATTAN
1674381033,40.557671,-73.755616,DPR,Bus Stop Shelter Complaint,Low Water Pressure - Wlwp,3+ Family Apartment Building,QUEENS
1730768339,40.812456,-73.843048,DOT,Asbestos,Obstructing Public Use,Residential Building/House,QUEENS
1685879552,40.586366,-74.040722,TLC,Bus Stop Shelter Complaint,Building Shaking/Vibrating/Structural Stability,Commercial Building,STATEN ISLAND
1733838598,40.742887,-73.965927,DHS,Street Sweeping Complaint,Double Parked Blocking Traffic,Bus Stop Shelter,QUEENS
1722252843,40.754036,-73.837675,DOHMH,Investigations And Discipline (Iad),Detached Trailer,Curb,BRONX
1726222279,40.712902,-73.987112,DSNY,Building/Use,Outlet/Switch,3+ Family Apartment Building,BRONX
1698052523,40.837433,-74.02983,TLC,Boilers,Laundromat,Park/Playground,MANHATTAN
1728688089,40.527428,-73.729733,NYC311-PRD,Food Poisoning,Electrical Wiring Defective/Exposed,Apartment,Unspecified
1715739253,40.840271,-73.768232,DCWP,Encampment,Vent/Exhaust - Illegal/Improper,Mobile Food Vendor,BRONX
1681993820,40.855914,-74.152453,DCWP,Bus Stop Shelter Placement,Rain Garden Debris (Girgd),Club/Bar/Restaurant,BROOKLYN
1719194572,40.697321,-74.228555,HPD,Unsanitary Condition,Double Parked Blocking Traffic,Lobby,MANHATTAN
1713992616,40.674248,-74.163385,DHS,Day Care,Rain Garden Debris (Girgd),Club/Bar/Restaurant,Unspecified
1726868294,40.840334,-74.150112,DEP,Unleashed Dog,Culvert Blocked/Needs Cleaning (Se),3+ Family Apartment Building,QUEENS
1686244568,40.628547,-73.906078,TLC,Elevator,Storage Area Not Provided,Mobile Food Vendor,BRONX
1725113486,40.510849,-74.234327,DPR,Animal-Abuse,Wall,Club/Bar/Restaurant,QUEENS
1675669725,40.726579,-73.830624,NYPD,Noise - Residential,Damp Spot,Comercial,BRONX
1673551703,40.64644,-74.127515,DOT,Bike Rack,Cat,School,QUEENS
1700404535,40.859579,-73.9548,DHS,Wood Pile Remaining,Spilled Garbage,Yard,BRONX
1693448972,40.700022,-73.755248,DOE,Bus Stop Shelter Placement,Illegal Hotel Rooms In Residential Building,Street,MANHATTAN
1713727841,40.780741,-74.196981,DPR,Street Sign - Missing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,Common Area,BROOKLYN
1687266920,40.716188,-73.807004,DHS,Drinking,Tortured,Apartment,Unspecified
1678910394,40.801253,-74.094735,HPD,Broken Parking Meter,Failure To Maintain,Gutter,MANHATTAN
1684939291,40.806613,-74.084391,NYPD,Missed Collection,Trash And Bulky Trash,Subway,STATEN ISLAND
1707238064,40.74241,-73.764029,OOS,Bus Stop Shelter Placement,Illegal. Commercial Use In Resident Zone,Residential Building,MANHATTAN
1716921703,40.560993,-73.844974,TLC,Animal-Abuse,Waste Set Out Too Early Or Too Late,Private School,Unspecified
1675771662,40.833562,-73.711258,DCWP,Commercial Disposal Complaint,Street Light Dayburning,3+ Family Apt. Building,BROOKLYN
1683413132,40.666641,-74.243558,DPR,Mold,Lamppost Base Door/Cover Open,Common Area,Unspecified
1730902091,40.843136,-73.932539,DPR,Door/Window,Out Of Order,UNKNOWN,MANHATTAN
1709182548,40.684742,-73.840272,NYC311-PRD,Traffic,Raccoon,OTHER,MANHATTAN
1732445662,40.578254,-74.062459,TLC,New Tree Request,Working Contrary To Stop Work Order,Street/Curbside,QUEENS
1717059024,40.540531,-73.779082,OOS,Noise - Park,Food Contains Foreign Object,Alley,MANHATTAN
1701172104,40.769763,-73.719386,DHS,Boilers,Electric/Gas Range,Restaurant/Bar/Deli/Bakery,BRONX
1680620902,40.731195,-74.087358,TLC,Heat/Hot Water,Hours Of Operation,Residential Building/House,QUEENS
1709680436,40.913411,-74.204368,TLC,Noise - Commercial,Defacement,Public/Unfenced Area,STATEN ISLAND
1685627240,40.559518,-73.875684,OOS,Air Quality,Dog,Park,STATEN ISLAND
1712877352,40.827574,-73.940414,DSNY,Noise - Residential,Bbq Outside Authorized Area,Street,MANHATTAN
1708751560,40.596778,-73.72906,DSNY,Damaged Tree,Loud Television,Comercial,BRONX
1718209863,40.569567,-73.901128,HPD,Drinking,Water Meter Broken/Leaking - Private Residence (Cmr),Club/Bar/Restaurant,STATEN ISLAND
1713463162,40.678087,-74.138792,DCWP,Indoor Air Quality,Heavy Flow,Private School,STATEN ISLAND
1700819757,40.875373,-73.992598,DHS,Street Light Condition,Hitting Phone/Cable Lines,1-2 Family Dwelling,BRONX
1689415619,40.797503,-73.882534,DOB,Street Sign - Damaged,Stairs,Taxi,BRONX
1676523536,40.817171,-74.172833,DPR,Violation Of Park Rules,Cooking Gas,Hallway,QUEENS
1725317762,40.566966,-74.019545,HPD,Dead/Dying Tree,Failure To Maintain,Park,BRONX
1687736275,40.90461,-74.09808,DOT,Bus Stop Shelter Complaint,Veh Signal Visor,Subway,Unspecified
1682739426,40.586449,-74.171675,DOE,Taxi Complaint,Illegal. Commercial Use In Resident Zone,1-2 Family Dwelling,Unspecified
1680420533,40.718661,-73.961667,OOS,Residential Disposal Complaint,Snow Tracking,School,BROOKLYN
1716869332,40.684074,-73.797768,DSNY,Street Sign - Missing,St Name - Attached To Pole,Restaurant/Bar/Deli/Bakery,BROOKLYN
1677273847,40.869695,-73.835162,NYPD,Hazardous Materials,Food Vendor,3+ Family Apt. Building,QUEENS
1728784914,40.874269,-74.187939,DPR,Lead,Site Conditions Endangering Workers,Comercial,Unspecified
1718950746,40.863513,-73.981983,DOE,Drinking,Rat Sighting,Building (Non-Residential),BRONX
1721656735,40.753393,-73.920524,DOHMH,Dumpster Complaint,Traffic Signal Light,Sidewalk,Unspecified
1701572261,40.677103,-73.899067,TLC,Traffic,Garage Or Parking Lot,House Of Worship,MANHATTAN
1715516685,40.713286,-74.019195,TLC,Electrical,Lead Kit Request (Residential) (L10),Apartment,BRONX
1679335985,40.7995,-73.982948,HPD,Noise,Dumpster - Construction Waste,Subway,QUEENS
1717218771,40.611617,-73.701484,TLC,Special Projects Inspection Team (Spit),Planted More Than 2 Years Ago,Street/Curbside,STATEN ISLAND
1728746969,40.73756,-73.916355,TLC,School Maintenance,Manhole Cover Missing (Emergency) (Sa3),3+ Family Apt. Building,STATEN ISLAND
1679783379,40.747944,-73.81352,DEP,Outdoor Dining,Bulky Recycling,Bus Stop Shelter,BROOKLYN
1696755422,40.743651,-73.859882,HPD,Investigations And Discipline (Iad),Neglected,3+ Family Apt. Building,MANHATTAN
1715974572,40.831017,-73.781272,HPD,Noise - Park,"Barber Shop, Beauty Salon, Or Nail Salon",Public/Unfenced Area,Unspecified
1722504121,40.826605,-73.882012,DCWP,Door/Window,Sidewalk Collapsed,Commercial Building,BRONX
1714862766,40.897299,-74.195658,DOT,Unsanitary Condition,Apartment Only,Restaurant/Bar/Deli/Bakery,MANHATTAN
1696613695,40.843715,-74.060773,DOB,Encampment,Obstructing Public Use,3+ Family Mixed Use Building,MANHATTAN
1703298788,40.793624,-73.900856,OOS,Unsanitary Animal Pvt Property,Cooking Gas,Curb,STATEN ISLAND
1724277309,40.862663,-73.893442,NYPD,Indoor Air Quality,Water Supply,Park,BROOKLYN
1729237389,40.709931,-74.201122,DOHMH,Plumbing,Restaurant,Gutter,MANHATTAN
1728161182,40.628451,-73.747206,DEP,Rodent,"No Parking, Standing, Stopping",Mobile Food Vendor,STATEN ISLAND
1705915236,40.76858,-73.83389,DOB,Elevator,Unsafe Use Of Playground,Sidewalk,MANHATTAN
1695164970,40.838477,-73.757321,OOS,Curb Condition,Damp Spot,Mobile Food Vendor,BRONX
1680030536,40.579712,-74.07921,DSNY,Snow Or Ice,Street Not Swept,Street/Curbside,MANHATTAN
1723335213,40.735167,-74.152151,HPD,Snow Or Ice,Boiler - Defective/Inoperative/No Permit,Common Area,BRONX
1678625385,40.7989,-73.746916,NYC311-PRD,Indoor Air Quality,Food Contains Foreign Object,Club/Bar/Restaurant,Unspecified
1695377216,40.723788,-74.031784,DOT,Broken Parking Meter,Wall,Lobby,STATEN ISLAND
1710808418,40.907713,-74.07189,DOB,Litter Basket Request,Bare Hands In Contact W/ Food,Hallway,STATEN ISLAND
1682951866,40.780359,-74.099416,DPR,Drinking,Unauthorized Tree Removal,Gutter,BROOKLYN
1731278579,40.59485,-73.893658,DOB,Commercial Disposal Complaint,After Hours Work - Illegal,Lobby,BROOKLYN
1673943316,40.860163,-73.9842,DPR,Investigations And Discipline (Iad),Sewage,Street/Curbside,STATEN ISLAND
1685450148,40.673176,-73.783652,HPD,Indoor Air Quality,Street Fair Vendor,Street/Sidewalk,QUEENS
1722665615,40.609827,-73.811761,DOHMH,Unsanitary Condition,Food Contains Foreign Object,Residential Building,MANHATTAN
1697011355,40.878022,-73.734693,DOHMH,Noise - Vehicle,Lead Kit Request (Residential) (L10),Alley,Unspecified
1681574859,40.635098,-73.794904,NYPD,Electric,Restaurant,Subway,BROOKLYN
1679033352,40.912025,-73.81868,DSNY,Special Projects Inspection Team (Spit),Pedestrian Feature,Street,MANHATTAN
1679582720,40.839046,-73.91775,NYPD,Heat/Hot Water,Veh Sgnl Mult Lamps,Street/Curbside,BROOKLYN
1703774044,40.613036,-73.789863,DPR,Real Time Enforcement,Noise: Private Carting Noise (Nq1),Sidewalk,STATEN ISLAND
1701821029,40.527156,-73.702316,DCWP,Non-Residential Heat,One Way,Street/Curbside,Unspecified
1676411030,40.876253,-73.987855,NYPD,Commercial Disposal Complaint,Blocked Crosswalk,Park,BRONX
